23,BOTBAS,,BOTBAS,BOTE DE BASURA CALADO,,2,96,0,132,11.23,11.23,11.23,,,,0,,31,110.52,0,1.99,26,65.61,2,5.99,25.48,42.8,6,11.99,24.6,20,12,100000,23.96,0,0,0,23.96,0,0,0,26,0,0,0,23.96,0,0,0,23.96,0,0,0,19.99,65.61,0,0,,PLASTIFABRICAS,PLASTICOS,BOTES,,IVA,False,False,False,50
456,BOTTAP,,BOTTAP,BOTE CON TAPA,,2,96,0,0,11.52,11.52,11.52,,,,0,,30,100,0,1.99,25,99,2,5.99,24.1,98,6,11.99,23.2,97,12,100000,22.33,96,0,0,22.33,95,0,0,25,94,0,0,22.33,93,0,0,22.33,92,0,0,19.9,99,0,0,,,PLASTICOS,BOTES,,IVA,False,False,False,1
591,BOTTAPCOL,,BOTTAPCOL,BOTE CON TAPA DE COLORES,,0,96,0,0,107,107,107,,,,0,,189,100,0,1.99,189,99,2,5.99,189,98,6,11.99,189,97,12,100000,189,96,0,0,189,95,0,0,189,94,0,0,189,93,0,0,189,92,0,0,169,91,0,0,,,PLASTICOS,BOTES,,IVA,False,False,False,1
459,BOTTAPG,,BOTTAPG,BOTE TAPA GRANDE,,2,96,0,0,202.22,202.22,202.22,PIEZA,PIEZA,,0,,288.2,100,0,1.99,279.2,99,2,5.99,274.8,98,6,11.99,270.5,97,12,100000,266.3,96,0,0,266.3,95,0,0,279.2,94,0,0,266.3,93,0,0,266.3,92,0,0,257.97,99,0,0,,,PLASTICOS,BOTES,,IVA,False,False,False,1
800,CARBONATO,,CARBONATO,CARBONATO,,0,,0,0,27.84,0,0,,,,0,,0,100,0,0,0,99,0,0,0,98,0,0,0,97,0,0,0,96,0,0,0,95,0,0,0,94,0,0,0,93,0,0,0,92,0,0,0,91,0,0,,,,,,,False,False,False,
594,CARLIM,,CARLIM,CARRO DE LIMPIEZA,,12,,0,0,1900,1900,1890,,,,0,,2900,100,0,1.99,2900,99,2,5.99,2726,98,6,11.99,2726,97,12,100000,2726,96,0,0,2726,95,0,0,2900,94,0,0,2726,93,0,0,2726,92,0,0,2296,91,0,0,,,TRAPEADORES,JARCIERIA,,IVA,False,False,False,1
855,CARLIQGOTMAN,,CARLIQGOTMAN,CARTUCHO DE LIQUIDO GOTEADOR MANGO,,8,90,0,0,89.32,89.32,89.32,,,,0,,160,100,0,1.99,139,99,2,5.99,135,98,6,11.99,135,97,12,1000,135,96,0,0,135,95,0,0,135,94,0,0,135,93,0,0,135,92,0,0,125,91,0,0,,MN,PLASTICOS,PLASTICOS,,IVA,False,False,False,6
853,CARLIQGOTMAR,,CARLIQGOTMAR,CARTUCHO DE LIQUIDO GOTEADOR ULTRA MAR,,8,90,0,0,89.32,89.32,89.32,,,,0,,160,100,0,1.99,139,99,2,5.99,135,98,6,11.99,135,97,12,1000,135,96,0,0,135,95,0,0,135,94,0,0,135,93,0,0,135,92,0,0,125,91,0,0,,MN,PLASTICOS,PLASTICOS,,IVA,False,False,False,6
854,CARLIQGOTMEL,,CARLIQGOTMEL,CARTUCHO DE LIQUIDO GOTEADOR MELON,,8,90,0,0,89.32,89.32,89.32,,,,0,,160,100,0,1.99,139,99,2,5.99,135,98,6,11.99,135,97,12,10000,135,96,0,0,135,95,0,0,135,94,0,0,135,93,0,0,135,92,0,0,125,91,0,0,,MN,PLASTICOS,PLASTICOS,,IVA,False,False,False,6
785,CARNA,,CARNA,CARNAUBA,,0,,0,0,0,0,0,,,,0,,0,100,0,0,0,99,0,0,0,98,0,0,0,97,0,0,0,96,0,0,0,95,0,0,0,94,0,0,0,93,0,0,0,92,0,0,0,91,0,0,,,,,,,False,False,False,
619,CELULOSA,,CELULOSA,CELULOSA,,0,,0,0,42.34,54.35,54.35,,,,0,,0,100,0,1.99,0,99,2,5.99,0,98,6,11.99,0,97,12,100000,0,96,0,0,0,95,0,0,0,94,0,0,0,93,0,0,0,92,0,0,0,91,0,0,,,,,,IVA,False,False,False,200
24,CEPBIB,,7.50222E+12,CEPILLO DE BIBERON,,2,81,0,19,5.954,5.954,5.954,,,,0,,16,114.88,0,1.99,13.5,65.89,2,5.99,12.8,43.11,6,11.99,11.6,20.33,12,100000,10.88,0,0,0,10.88,0,0,0,13.5,0,0,0,10.88,0,0,0,10.88,0,0,0,8.88,65.89,0,0,,PONCE,CEPILLOS,CEPILLOS,,IVA,False,False,False,100
450,CEPDEN2,,CEPDEN2,CEPILLO DE DIENTES,,2,80,0,15,7.02,7.02,7.02,,,,0,,17.5,100,0,1.99,15.5,99,2,5.99,14.49,98,6,11.99,13.48,97,12,100000,12.9,96,0,0,12.9,95,0,0,15.5,94,0,0,12.9,93,0,0,12.9,92,0,0,9.98,99,0,0,,FAS,CEPILLOS,CEPILLOS,,IVA,False,False,False,100
25,CEPDENCAJ,KG77,4.71064E+12,CEPILLO DENTAL CAJA,,6,93,0,0,28,28,28,,,,0,,68,212.5,1,1.99,60,137.5,2,5.99,55.67,105,6,11.99,52.89,37.5,12,10000,51.27,0,0,0,51.27,0,0,0,55.67,0,0,0,51.27,0,0,0,51.27,0,0,0,48.97,137.5,0,0,,BON,PLASTICOS,CEPILLOS,,IVA,False,False,False,
26,CEPESCPLA,PE-1,7.50224E+12,CEPILLO ESCOBETA PLASTICA,,6,75,0,64,7.3,7.3,7.3,,,,0,,16.5,102.12,0,1.99,13.8,47.65,2,5.99,13.79,27.23,6,11.99,12.5,21.27,12,100000,12.16,0,0,0,12.16,0,0,0,13.8,0,0,0,12.16,0,0,0,12.16,0,0,0,9.75,47.65,0,0,,BON,CEPILLOS,CEPILLOS,,IVA,False,False,False,48
27,CEPESCRAI,,CEPESCRAI,CEPILLO ESCOBETA DE RAIZ,,15,85,0,29,5.76,5.76,5.76,,,,0,,16,166.15,0,1.99,13.5,103.04,2,5.99,11.24,74.9,6,11.99,9.93,19.77,12,100000,9.93,0,0,0,9.93,0,0,0,13.5,0,0,0,9.93,0,0,0,9.93,0,0,0,8.6,103.04,0,0,,RAIZ,CEPILLOS,CEPILLOS,,IVA,False,False,False,12
31,CEPFLE,CP-FLEX,7.50224E+12,CEPILLO FLEXIBLE,,6,,0,0,7,7,7,,,,0,,24,159.25,1,1.99,20,67.03,2,5.99,18.95,44.07,6,11.99,18.1,20,12,10000,17.97,0,0,0,17.97,0,0,0,18.95,0,0,0,17.95,0,0,0,17.95,0,0,0,14.87,67.03,0,0,,MEX,CEPILLOS,CEPILLOS,,IVA,False,False,False,48
339,CEPIXT12 SIN BASTON,,CEPIXT12SB,CEPILLO IXTLE NUM 12 SIN BASTON,,0,91,0,240,20,20,20,,,,0,,38,100,0,1.99,35,99,2,5.99,32.25,98,6,11.99,29.9,97,12,100000,27.72,96,0,0,27.72,95,0,0,35,94,0,0,27.72,93,0,0,27.72,92,0,0,25.3,99,0,0,,LIBER,,,,IVA,False,False,False,100
30,CEPIXT8,,CEPIXT8,CEPILLO IXTLE #8,,15,93,0,135,16,16,16,,,,0,,35,150,0,1.99,30,113.75,2,5.99,28.9,84.25,6,11.99,27.5,20,12,100000,26.17,0,0,0,26.17,0,0,0,30,0,0,0,26.17,0,0,0,26.17,0,0,0,23.35,113.75,0,0,,CEP,CEPILLOS,CEPILLOS,,IVA,False,False,False,100
